case_LUyHW5dpG9NalTw	I wanted to know how many months remaining in my home loan account
case_bjoIWJnyB0bjRLu	This is an ongoing issue with Citibank my rewards credit card with them that they refused to tag as no annual fee for life but they told me that my card is already no annual fee for life
case_Wk2RW2xtAgm90uS	Regarding ito sa ongoing complaint ko kay Rcbc bankard na d nila nhandle ng maayos.
case_IclW5gWBXS2uICn	I want to file a complaint regarding incorrect interest rate of my loan in Metrobank credit card.
case_4OvO4K1JzhOANqi	Pagtawag ng home credit to offer loans beyond working hours
case_UBnhByQXKlQzag6	I did online money transfer via BPI app to my other account in EastWest Bank. According to BPI mobile app the transfer was successful and I even received an email confirming the said transaction. Upon checking my East West Bank Checking account no money was transferred to the account. When I complained to BPI phone banking, I was informed of a maintainance outage from instapay during my transaction date. and time. How could this be resolved? I have ask BPI but was said to wait for an update from Instapay. Hope you could help.
case_P2TridQkCzTByiD	BPI instapay transaction did not reflect on recepient bank but was deducted from my BPI account
case_ekUf4IV7wBU7VgP	Hindi pa din naayos ng Grabpay yung issue sa account ko hindi ko magamit ang pera ko sa wallet nila hindi sila sumasagot s email
case_9naDqvXVzj3yMln	My brother transfer fund from his bank account to my Gcash account last april 25. Until now the fund is not yet reflected in my gcash account
case_kZuWIZrn6XqFYLY	My new metrobank credit card has been approved last April 15, 2021 and is now waiting for the physical card to be delivered to my address. But I just received an SMS fron Metrobank that they attempted to deliver the card yesterday but not successful.
case_OHeLVffevbqq7PQ	I have funds transferred from wise to my unionbank account. Transfers were made yesterday and today. Wise says the money was already sent to UnionBank but it is still not reflecting on my account.
case_owT6zCEHLvKhwp9	Producers Bank Umingan Branch, Itatanong lang po sana kung ano karapatan meron kami regarding sa loan.
case_cuxP4kTLW1hDNsP	My name is Venus Adenic. I am writing you this email to seek guidance and help on what must I do.  In November 2019, I purchased a flight ticket for my family from AirAsia worth Php 52K. Then May of 2020,  they canceled the flight due to a pandemic. I have been begging for the Airlines already for almost a year now and I got denied for the credit card dispute. The service has not been rendered. I believe I have the right to dispute the credit card charges. Please enlighten me.
case_jEQkdyQeKbdbBPe	I transfer money from bdo bank to chinabank instapay but experience error and the money already debited to my acct but not credited to recipient bank.
case_1XQiVMFU6RjYRVr	An illegal money transfer happened on my account with BDO last April 15.
case_WFqTBRwNRMhO2aw	Complaint for auto loan security bank under my name neljay Flores gaviño tor my bayanihan act April and May 2020
case_eR9yKtciItodNzL	RCBC does not release my collateral documents for my car loan.
case_BkNdD52ZXdRRFPP	I emailed you before but i was redirected to this page since bulk email you are receiving. Anyways i was scammed april 12, 2021 using my credit card and as soon as hang up the fone and realized that i was scammed i reported it right away to security bank and indeed i was scammed during my report they said that the transaction is still floating had they known it was a scam they should not push through with it since according to them it was still floating so the only thing they could help me with was to block the card but thats not the only thing i wanted so i reported it to paymaya as well they asked me to ask security bank to located the details of the scammer which i was able to provide they asked me to make a complaint letter and a police report which i was able to provide so all i can do is just wait paymaya emailed me that the recepient was already blocked and if i want to know details i need to provide court order. I told them i will but at the moment i couldnt fit in my schedule and due to pandemic it so hard to schedule with the notary public nearest to me but security bank i never heard of anything from them the only response i got from them is an acknowledgement of the email i sent them the documents of police report and letter of complaint and yesterday i received the replacement of the card and now i received a text message that the transaction i reported push through i dont want to pay for it because i was scammed and i dont want to pay for something i did not use and the fact that 10-15 minutes after i was scammed i reported it right a way and they said it was still floating they should have not let it go through. I hope you could help me with this
case_RGp3bPTMLwKdcET	Annual fee and all the charges of my PNB credit card not waived. The manager named Janice whom I talked to said this will be waived once I paid but no feedback it is more than 1 month already, customer service of the said company is too poor.
case_ylMn0Na5clfo3Ib	Gusto ko pong ireklamo ang AXA Insurance ng Metrobank sa pagcharge sa akin ng monthly bills na wala akong pahintulot. Kung maari po sana ay makarequest ako ng cancellation at reversal ng mga monthly charges sa akin, hindi po kasi sila macontact.
case_IYSCG1eC4TvHPMz	Charges and fees for PNB credit card.
case_gDOawnz47RV1exd	Grab pay hold my account I cant use my money for some online transaction
case_QakASsw1BWoWTUA	My BPI account was debited and I already had Gcash confirmed no transaction history on their end thus requesting refund from BPI. However, BPI is not accomodating/acknowledging our complaints in all their channels.
case_prU9TeRrKjV17KJ	My bank transfer from bpi to bdo was not successfully received by destination acct. This is due to instapay maintenance last sunday
case_oZwzPGP3GllqNHQ	Hanggang ngayon po wala pa rin yung pera ko na 12k 
case_JcTSL8hUOqp5lkw	Unauthorized debiting of Post dated check dated November 10,2020 (bayanihan 2) which resulted to returned check and incurred me penalties and charges by my issuing bank. This complaint is for Chinabank savings regarding my PN Loan Acct number 800200010001983
case_8nqNN3vQcAMCoXI	Non transfer of funds from my BPI to BDO account of receiver
case_GTHuivxFVoEbMBs	Meron po akong Fully Paid Auto Loan under UCPB last Nov 2019. i expected na magpapadala sila sakin ng notice na fully paid na yung loan ko sa kanila at kung pano ko makukuha ang original CR ng car. pero until now wala po silang pinadala or even kontakin ako para malaman ko po kung paano ko makukuha yung original CR.
case_wA8lmWRQuAIqRku	I had a declined online transaction using my debit card from BPI last April 22 at 5PM, the money was deducted from my account though the transaction was declined by BPI itself because they declined the request of the platform where I am using my debit card that time. I have already escalated the issue and it is already been 3 business days and I haven't got my money whereas a declined transaction, the money should be refunded back to the account with 24 hours, that's fucking hilarious and a bank should not be treating the issue this way and it should be resolved immediately.
case_6MqtC0fXA0w053G	Nagrequest kami ng balance transfer sa RCBC Bankard dahil sa overpayment
case_DBthdpVMQEdbMgD	panu ko po makkita un bnyad ko sa paymaya para sa meralco bill nmin
case_VZRGLZZTez4jPZo	Fund transfer using pesonet but the account number provided was wrong. Been calling the bank since April but still no actions have been made.
case_V77FuEBIMHqAlHd	Im not receiving any response from PNB Cards and PNB Gen on the email I sent two days ago. See attached file
case_XKPWsJVaPdggPqq	Need ko daw po bayaran pay off amount ko kahit Sep 2021 pa maturity ng car loan ko from Toyota Financial Service.
case_Ys6zrqWWSTMAG9R	Seeking your assistance about CIMB holding my access to my own money. Just to give an overview, it started when my phone was stolen and I seek advised from CIMB what I can do to protect my money. I was informed I can request to hold access to the account but I was not actually inform they would hold the account  for so long that I will not be able to use the money  for our daily expense.  After I have change my mobile number I immediately requested to have my access back to my account which happens on April 1, 2021 and up until now I still have no access to my own money. I comply by sending documents they requested and waited 7 banking days as per the time frame they have give. I am starting to lose my sanity. Please help me. Hoping for your prompt response. Thank you.
case_pFnutcdT6W7CGZh	Nag-pasa ako ng pera mula sa BDO papuntang Paymaya Personal. Nabawas ang pera ngunit walang dumating.
case_zCeOjDnTt2Ohht2	We a have a corporate account in BDO visayas avenue branch that we wanted to update the signatories, but the bank dis not process our update because they say they have a policy of asking the former signatories about the update of signatories.
case_Roc6NdNFV5agUbl	Nagbayad po ako ng full payment sa BDO credit card ko 4 days before the due datem pero naniningil parin sila ng finance charges. Tumawag ako sa kanila sabi makaka recieve ako ng replu after 3 to 5 working days, pero wala naman akong natangggap, sa halip naka tangggap ako ng Billing statement na kailangan ko na daw bayaran ang aking credit card, na ang nasa billing ay finance charges at membership fee. finance charges at membership fee during ECQ.
case_wAP1dcfDwDT26uk	Transaction through BPI Mobile app to Gcash failed.
case_xXUIs1YiCbiUQ10	ngtransfer ng pera bdo to gcash...   ngbawas ng pera sa bdo accnt pero walang ntransfer sa gcash accnt ko...
case_SmZcWUnHeT5jswf	RCBC Mabini St, Baguio failed to provide us a new schedule of loan amortization since Feb 2020. Now they are imposing late fees, when it was their fault.
case_uKwvgnmJZcRmCwf	Hsbc. They haven't sent me the security device for almost 2 months now.
case_Xu6qcNypVw5qDIN	Yung card delivery ko sa metrobank hindi manlang nag notify ang courier nila na may delivery pala ako ngayon ayon napabalik sa metrobank😞
case_HMiifLlqj1EJveW	About the delays of gcash money transfer. And without any txt info. That they will be having a under maintenance
case_wMFEV6o5lgQPf30	I transferred thru my BPI account with INSTAPAY. But the recipient has not received the transferred money yet.
case_cMJHJbZkGJRmD4r	Pinoy Pera Padala has a problem with Cebuana since one the TPAs has not settled bounced cheques worth millions. In effect, the Cebuana service was discontinued and all other TPAs are affected for more than a month now.
case_vTfHFztmfVolqcq	Filing  a Fraud complaint with Metrobank. I was deducted with 78,000 pesos through my online banking without OTP or fingerprint. I have filed a claim already with Metrobank but it's now more than 2 months and I haven't had any response yet. I was a Covid positive and has not gotten the funds from the bank after more than 2 months of investigation. Please help.
case_9KPAckCCF5Xykm6	refund issue on the Gcash. gcash support wont respond to my emails.
case_xdmdqMI8yns52g5	UCPB Makati Head Office Loan Department. They are penalizing their clients ng dahil sa hindi maayos na sistema nila at mabagal na actions.
case_IZMhXBznE1jUScY	We are facing penalty and charges because of their fault giving us inconsistent information. We are having a hard time to reach out to them and they are paying no attention to accommodate us.
case_nQmXqDaZ80XrFev	Unauthorized bank transfer deleted my online account
case_UlSlhQbxIUm1DiD	I transferred funds from my BDO account via instapay to my BPI account yesterday around noon. Till now the funds have not arrived at BPI and both banks are pointing fingers.
case_lcmdSPz7DHYvMEs	I transferred an amount from my Union Bank account to another Paymaya account but the amount has already been deducted on my Union Bank however it was not yet receive on the paymaya account
case_e5aBrpX99X0cKSt	I transferred yesterday from my UCPB account to Chinabank Savings using Instapay. The amount was deducted but didn’t appear on chinabank account.
case_3BLVWNXmPAK7l4d	Nais po namin mairefund ang pera kung hindi naman ito nagreflect sa account ng recipient.
case_ehJseRBswGliqzO	I didnt receive my money from bpi to gcash accnt and its almost 6 days now, my money is badly needed for my medicine
case_GDOaMyOWqLT1sn4	i have fraud credit card transaction with eastwest bank for dispute
case_03eOS5oHq6zEmx5	missing money transaction from instapay Landbank
case_P95JYwNvjHeKr4j	Ana Lisa gerardo,  ucpb taytay. Car loan -gusto nilang is surrender ko ang van ko ,wala  silang advise about my balance.
case_PyXrkdn8tGR8XIC	I transferred funds from my PayMaya account to pay my friend (GCash) via Instapay. The amount has not been credited.
case_YJ6wIzdClyyEA2v	I transferred money yesterday from Paymaya to GCash. My Paymaya account was debited but I did not receive the amount on my GCash account.
case_33tpNOy6uQYwcza	Request for Home Loan restructuring under RCBC (Rotonda Pasig branch). We want to restruct the loan and extend it to 10 or 15 years terms. We need help on how to apply for the loan restructuring however RCBC has not yet given us feedback.
case_5r8SAJ5X4WBvsDH	I transfer money from my bdo to my Metrobank using instapay. the amount was deducted to my bdo account yet it was not transferred to my Metrobank account
case_kgELPfDFVKh4zwG	Instapay issue. Amount debited from Eastwest but not received in BpI
case_svW2EUVJXRHIXXl	Bank Transfer. DEBITED BUT NOT CREDITED
case_HnlLrcFV6ewqZkE	My instapay transfer yesterday 4/25/2021 from BPI is not yet received by metrobank. Confirmation number is 1619314982188
case_9ZEHaC9yzlETTn4	I had a purchase dispute with Paymaya since Feb 2021 until now they haven't refunded my credit.
case_R4Soygs4y4yXi3Y	Landbank via instapay. The fund transfer i have made yesterday is not yet reflected in my account.
case_LuAnVg6PNfBdHlA	I hope you can help me on this. I am super stressed
case_L1nZSzy9zQe5Pec	Gcash still not reverting my 100 peses pay qr issue from Alfamart store. It is more than 3 weeks now and still I haven't received any feedback.
case_Uzip10HaGPpyFQS	BDO did not provide me a copy of the details of our AutoLoan. I have requested if over a week ago.
case_axMrwdq8HPDkncZ	I did not receive my money worth 5015 when I transferred it from Gcash to BPI. It is more than 24 hours now and Gcash is not giving any resolution.
case_74VSsEHppbZIp4O	I want to close my investment account with BPI-Dasmarinas Bayan branch, yet my investment earns nothing in more than 6 years, worst is, may capital investment has reduced by 30%! despite the fact that I have a low-risk profile. BPI is acting too slow since I have filed a formal complaint with them since February.
case_MztrmmFBnKBNYzC	Hello. Nag send ako ng money pnb to bpi. Hanggang ngaun hndi pa nrerecieve ng bpi acct
case_wWTo487hCQ0GFNm	PayMaya cannot be reached and I tried all the other ways to reach them
case_Qdek1veWeCWwBbH	Gusto po sana namin settle ang carloan nmin subalit ayaw po pumayag ng pnb main,agd po nila ito gusto ipabatak s agency
case_PS8nmleeJo5QEzA	Gamito po ang paymaya account nag transfer ako ng pera sa BPI account ko pero hindi pa po pumapasok hanggang ngayon. 
case_wTbm6HXxz9w2DNA	Bank transfers resulted in floating money.
case_Rf0U6mo20hQYYLk	I transferred from my PayMaya account to gcash account but I haven't received in my gcash account. I transferred 10,000.00 from PayMaya via instapay. 
case_b4RIaEIFHFyi9r8	Nagsend ako ng pera online union bank to my gcash account nabawasan na yong pera pero yong pera pinadala ko wala pa din.?
case_iHWFnLEKesMFgeC	iniipit po ng Paymaya ang padalang pera samin  para sa covid victim kong ina
case_yarbNwFra6pXR9f	Rcbc bank did not charge us for 2 months due to Bayanihan Act but our online app does not show that we have our money in the app. If they did not take the money it should reflect that we have our money in the app
case_zAJjfyCs20J9xtW	May I take this chance to report my concern to you as a fraud victim. I coordinated with PayMaya and they keep on telling me that the case is still under investigation. I feel that the investigation team of PayMaya is not really paying so much attention to this matter since they cannot provide me updates despite my daily calls.
case_Q08Buu9k6Omgt6x	Robinsons Bank credit card not delivered
case_iHSfnCWJvcMzh6c	Security Bank hasnt gotten back to me regarding my request to send me my most updated soa. They have been deducting amounts from my account that are unscheduled and unknown.
case_aNYmQOwqQb4TuYa	Im Alexander Jedd Ellar, I have problem with BPI, my money still not credited back to my account after they failed to complete may bank transfer to another bank.
case_vyIbFO0CFaanU3r	Im filing complaint against Hsbc credit card for unfair collection practice
case_tISHIgF00umOy8y	I am a Banco De Oro client and I am a victim of fraud and unauthorized transaction amounting to 22,450 last March 28, 2021. BDO has already released a resolution about this but without further explanation as to the security measures that were put in place especially the SMS Alert that I received. Okay the account holders are liable, but still the security of BDO's online banking is not enough. And the system is too slow to detect this.
case_xDUThHeV73jqR9j	BPI bank Bali nag force SILA ng gawin regular savings Yung ATM ko which is before 300 maintaining balance to 3k balance today. Ang akin Lang walang problema Sana kaso need maintaining balance 3k if below babawasan ng 300.binawasan 300 dapat gagawin nila Yan page natapos na pademic Hindi Yung pandemic pa saka SILA mag GANYAN tapos pinapayagan NYO na mag hirap ang Tao wala na nga work eh
case_j03O9LMbsuQOK7i	Eastwest Bank. Failure to update customers payment info
case_loKzKgWdmJVfhRF	BPI Family Bank, they are charging client borrowers processing fees for loan amortization schedules
case_2rJb8KjzcjMZTzR	Grabpay hold my money I cant use it to do online purchase
case_3fiuC7lhO6kVJ6y	Sent money from coinsph via instapay to paymaya and unionbank (all 3 are my accounts) yesterday. Transactions are not reflected yet needed for medical emergency
case_oNCaK71XttDlzG7	I'm June Gillesania, I want to complain the Security bank and Panlilio credit and collection. Because of my car loan. PANLILIO CREDIT AND COLLECTION SERVICES  are forcing me to pay my car loan in full. I need your help, my suggestion is to make reconstructuring in my account. But Security Bank is listening to my suggestion.
case_YUk6QPsn1Vwte3h	BDO deducted the credit card balance from my BDO savings account without my consent or due process. No options like payment arrangements/amnesty provide.
case_y4Y2J32gCadCgT9	DETAILS kopo Baylyn Lasar 09474894533 Vargas Tondo Manila
case_tOFKRajkm8giu85	Telegraphic transfer done in BDO SM Southmall B branch has not yet been received after 2 weeks from original transaction date.
case_SWuXlHqNXIoEaKH	security bank credit cards complaint not providing transaction history and forcing to pay during pandemic
case_HzbmCBK21VxIMtu	Willing pa nman Po ako ituloy Ang Carloan ko..Yun Lang Po ayaw Nila pumayag na bayaran ko Ang delayed payment..
case_ZP6hOswXvCjAs0O	Citi personal loan didn’t reach out to me re an issue with my check. As per csr, it’s a protocol to advise client if there’s any discrepancy with a check no notification was sent out to me. My check was bounced and now I’m being charged for a lot of fees. Already paid my due today via gcash and would like to have them waived all the fees given the circumstance.
case_MEsQe0D6kWY5dxm	Metrobank Card doesnt have any urgency to fix my credit card issues. They have the worst customer care ever. I need them to call me asap 09667681570
case_d3AFJLlMtx8kYOW	I was a victim of scammer,i already reported my concern sa citibank last february 2,2021,nag file na din po ako sa fraud department for dispute and they found na may pagkukulang din ako sa sitwasyon kc nakapagbigay ako ng OTP sa nangscam sa akin.willing naman po akong bayaran ang principal amount at nag agree na din po sila na pwede kong bayaran ng 2 years without interest,kaya lang po until now buo pa din na sinisingil sa akin ang amount na na fraud with normal interest.
case_HP0dFnACp8RVViR	Kung natatandaan Po ninyo ilang beses na Po ako humingi Ng tulong sainyo , at idinudulog ko Po Ang Reklamo ko sa paymaya personal Kasi Po Hindi ko Po makuha Ang aking funds SA application Kasi error Po lahat Ng transaction Kung natatandaan Po ninyo dalawang buwan na Po akong nag aantay at nag eemail sakanila palagi pero ignore Po sila , Ang tagal na Po naipit Ng pera ko sakanila SA loob Po ba Naman Ng dalawang buwan hanggang ngayon Hindi padin maayos ayos Ang Account ko subra Naman po.\nYung mga status Po Ng Reklamo ko sainyo paulit ulit Wala Naman Pong nangyayare tagal na Po dalawang buwan na Po akong iintay at nag uupdated sakanila nag submit Naman Po ako Ng Mga ducoments na hinihingi nila Ang dami Po nilang paligoy ligoy at paikot ikot na usapan .
case_ai4U6Pd2pBAIUCK	PNB Credit Cards has no plan to resolve my issue on my credit card ending 7806. No urgency to call me to fix the issue.
case_WYiOVLEo6p1tsJD	Last week 4/15 Legaspi branch my niece open a new acct she forgot to ask for a debit card and the person that help her did not mention it
case_FDo8bu6k65W3MHb	Landbank San Fernando Pampanga, Debit of PHP 10,000
case_Y1gxmt5hqkM8gbv	Unauthorized transaction from my account in Banko De Oro
case_5TTT6S47ao4wWBd	Andami na pong na deduct (debit memo) ng BPI buong araw. Down anh system nila pero kinaltas mga pera namin. 4k mahigit nawala saken. Kailangan namin pambayad at nagka penalty na. Dipa nila naibabalik mga pera dagsa na reklamo sa kanila
case_MLdnAnJi1TaK8D7	BDO is asking me to pay my auto loan balance way to high than the principal amount
case_214JErwIsuNgnuQ	Bank of PI. They are forcing me to pay my balance and as of this time I can not pay in full because I am only paid 1/3 of my previous salary. I want to pay installments but the interest they put on will amount to 24,000 to 36,000.
case_60hzrgfoo5pKwRS	My Makabayan Saving Account in BDO Balanga,Bataan will be automatic closed without noticing me
case_0xZ2tVm8NTWgMV4	BDO did not reimburse my credit card. it's been 8 months. pls help
case_NJmKhTA7DAq1oZy	Fraudulent transactions made on my East West Bank Credit Card account.
case_FqMCYz6PVgvLiwY	mam sir ang irereklamo ko lang po ang pnb bank,ganito po kasi naghuhulog po ako ng car loan ngayon po 2018 nmatay po tatay ko nkalaktaw po ako ng hulog,tapos po ng makaabroad po ulit ako itinuloy po namin ang hulog,at year 2019 nmatay nman po kuya ko nklaktaw nnman po kmi ng hulog kasi po tinutulungan ko din po kahit paano kuya ko at tatay ko,tpos po andto po ako ulit sa barko tuloy nnman po hulog ko sa car loan ngayon po sinabi mg misis ko hahatakin nadaw po car na kinuha ko,wala manlang po sila noticed at email s akin at pati po statement of acct,samantalang meron nman po kami pondo pera sa banko ang sabi po hindi daw kami naghuhulog at pinasa npo sa third party para mabatak ang aming car,tingin ko po meron po sila hidden agenda s banko kasi po willing nman kmi mgbayad at meron nman po pondo pera ayaw po kmi turuan kung paano gagawin at pilit po kukunin ndaw po ang car kahit wala silang noticed thanks po at mam sir importante importante po s akin ang car at sa panahon ngayon pandemic kahirap po kasi,saka po malaki po ang penalty nila kinaltas hindi po nila pinatupad ang bayanihan act
case_UckEhVRG0rSUddj	Nag raise ako ng ticket sa inyo under BSPCMS-2021-E9NWVERAT8Y and wala akong nareceive na feedback from security bank. tumawag sa akit ang third party collection nila and hindi sila makakapagbigay ng long term payment para mapababa ang monthly amortization. nagrerequest ako ng mahabang term tulad ng sa eastwest bank na stepup program na umaabot ng 6 years to pay na wala gaanong interest. hirap akong kontakin sila sana matulungan niyo ako
case_sMTO2J2JdMV2ht5	Instapay Thirdparty of Paymaya. My banktransfer yesterday still not received
case_baO9MU7uTkv1l3C	I would like to know who to address my complaint to regarding my complaint against BPI
case_NwobXb5SgHfjMNu	i transferred money from bdo to paymaya and i havent received it on paymaya
case_gezw0wc5QTefqMt	Nagcashout ako ng pera sa coins ph 49015 itransfer sana sa unionbank thru Instapay. Kaso isang araw na wala parin yung pera. Tumawag ako kay coinsph sabi nakay unionbank na daw yung pera tapos tumawag ako kay unionbank wala pa daw silang narerecieve. Kailangan na kailangan ko na yung pera, tulungan niyo ako
case_N6B8xCAsDCNkRyo	Hindi natangap ang pera na pinadala galing sa BPI mobile bank papunta sa BDO via instapay
case_ePy0pbfMxRLHYDS	I was debited in my BPI savings account, It was already raised to BPI eastwood bank and they are already handling it. I was referred to escalate this to you when I emailed consumers affairs.
case_EQkVQtq6vhkne3r	hello,\n\nive been having a hard time calling customer service..\n\nplease help me...i transferred my whole 1 month salary from my landbank (see photo below) payroll account to my bdo checking account...it was debited from landbank but not credited in my bdo  checking account...\n\ni would like to request a confirmation email that this transaction was successful, and if so i urgently request to be credited in my bdo account. i have pdc for clearing in my bdo account today...thank you\n\ntransaction reference number- MBA2021042211053672871798\ntransaction time: 11:05 am today\n\nThank you.\n\nFreddie Ecaldre
case_vL6gKTRJSTZWIQ5	i transferred money from landbank
case_bvMVxpmJQSdgxio	I have an existing housing loan under UCPB, and had requested a signed Balance Statement of Accounts and Proof of Payment (ORs) for the last 12 months last March 17. Last April 18, the signed Balance Statement of Accounts arrived (at their Tanauan branch, my pickup branch). Unfortunately, they haven't sent the ORs yet. I had been emailing them since March 22 but the person in charge does not reply.
case_QIf4pLJnGnCZWX0	Who to address my complaint to when filing a complaint against BPI
case_3oACLwpE7GbmOJW	Bank that we're complaining is Eastwest Bank particularly ung Balanga City Branch nila... nagloan kami sa kanila mga 3 years ago, due to the Pandemic nagkaroon ng months na di nakapaghulog
case_JNamSIsilbHkjIn	I would like to file a complaint against Security Bank because they are harassing me to pay my autloan claiming that i am past due which is not true
case_mwdTf5TLEz66PcR	UnionBank online tranfer for Palawan
case_Hh5o9NB0eh3NgUV	Last April 20, someone transferred funds to my GCASH account and up until this day it's not reflected on my account. I tried raising this to GCASH customer report but they are not providing response on this matter. up to this day, theres no concrete plan on how they will resolve this issue
case_UJvdz81s3BwYsPs	Citibank has reduced my due date from 21 days after my statement date to 17 days without me agreeing to their new terms and conditions.
case_WBdf9fyL6nVMlQn	Fraudulent transactions, Metrobank/Mandaluyong City
case_o7o4tO6TXavZSSA	Christian Co, UCPB Head Office. Requested repriced amortization schedule for our housing loan since december. We have already settled the amounts due plus penalties but up to this writing they have not provided the repriced amount causing us penalties as we do not how much to pay
case_t3xh6Yuke93eFQs	Metrobank ongoing case for home loan consistent ffup visit branch call CS and email sent for 1yr now no response
case_vDQMkwEGADAWdEb	About sa instapay po. Di kasi nag reflect yung balance ko sa gcash.
case_mYrhQfqAJ74GCnP	I transferred funds from my Paymaya account to Gcash. Until now it does not reflect on my Gcash account because apparently gcash is sayong that you're the problem.
case_HDU9uZtxMfiu6Tg	BDO charged finance/late charges during BARO Act implementation. Already escalated to BDO but they didn't reverse the charges
case_OBtB6ROST1augrE	Bank 1 did not gave me a copy of my SOA for my credit card
case_yURw068PErJ88Qj	Victim of Phising Email of Banco De Oro
case_OzVlWDjtSUglS2K	I forgot my passcode and I cannot open my account even if I tried FORGOT PASSWORD. Diskartech. WALA NAGREREPLY! I need my 14,500 pesos!
case_fBaKD2bAWtxUDBh	hindi po pumasok ang online transfer ko sa gcash account ko galing bpi online account
case_eIaNmfyjYdKdot8	Imposition of late payment charge and interest on the timely payment I made but belatedly posted in their system. Unionbank Credit Card.
case_S0r6g3x3YxkXaN4	Nag bank tranfer ako sa BDO Network Bank nung April15 gamit ko yung USSC Apps ko nabawasan yung U Mobile Wallet pero hindi pa narereceive ng friend ko yung trinasfer ko
case_KcpNLZsovluYsmb	BDO did not refudn my credit card it’s been 8 months pls help!
case_YhrpnD0GVUVBN0u	I would like file a complaint to east west bank,
case_j56RHDeE6MO1vJn	Good afternoon. I am Nyra Montera. We just want to let you know that we have lodge a new BSP CIR Form A addressed to your CPMCO Dept. Here is the link to our CIR Form A https://bit.ly/bspcirformamontera. We also emailed this to consumeraffairs@bsp.gov.ph. We have full confidence that our govt will help middle-income earners like us who are being taken advantaged by unsanctioned credit collections and inconsiderate BSPFIs. Thank you and more power to BSP.
case_RBe4zfksPuC2KgD	i cash in tru paymayas instapay to g cash did not received the money
case_q78CS3iYp32OavU	John Russell Ramos, problema sa pagpapapalit ng php1000.00 na sira ang gilid na na withdraw sa City Savings Bank Taytay branch
case_6QKQfu1fAEEWe9h	another debit po from same bank...east west bank again. hindi n nga po nakabalik yung 10,000 n debit ko last December 16, 2020 causei was push back and forth between PS bank kung saan ako nag withdraw, and east west bank na payroll account namin. Now online transfer using east west online mobile app transfer to GCash acct...na draft na pero wala parin sa gcash acct ko...
case_E7uPp8GXF3lZ7Y6	My instapay transaction is on pending confirmation from security bank to unionbank. This happened to me too yesterday and it took them 24 hours to transfer the fund! I can't wait that long again for this transaction as I have a due date and I will incur late payment fee.
case_iDvF9lq8bnV5rwe	Wala pang update tungkol sa application ko sa union bank. Nung monday pa ako nagregister. Ako si julian kevin dayto 09358408643
case_yd71jayWM7CTMQj	Wala pang update tungkol sa application ko sa union bank. Nung monday pa ako nagregister. Ako si julian kevin dayto 09358408643
case_KgEtzUQ5MeeDOxd	CIMB has been holding my funds since March 31, 2021 after my transaction has been declined using my VISA debit card. I have contacted them for two weeks now and has received no help.
case_ZcbWTTkU9b3P4Jz	Stolen credit card transactions charged to me
case_Kp9RPkdi50F8mTG	I would like to complain about the failed delivery of credit card from RCBC
case_JR3AALo3T8ribB8	Philippine National Bank is SLOW in sending their One Time PIN.
case_2Xav4NW624QqISt	Have several autoloans with EastWest Bank...and they unlawfully deducted 700k plus from my personnal acct.  This amt is approximate equivalent to the holiday loan period set by the govt.
case_a9wZ8PvacdIe6rX	BDO, I received a message to my mobile number twice regarding card activation which I have not requested.
case_GpbIRhApJcv1Kb9	Unionbank - made a dispute on double charging from a merchant last MArch 24. They sent an email last March 25 stating it was resolved and amount will be credited back in 1-2 days, but until now it has not been credited back.
case_HMGI7AgiZ44jGRC	third party collections of BDO is still sending me payment reminders even if i was already approved in IDRP
case_dFYjWIX22EEoG2Q	Credit card issues. On bdo bank
case_mFZtkFawPBJu1RF	Tungkol po eto sa unauthorized debit transaction ng account ko sa BDO SM SANTA ROSA LAGUNA BRANCH
case_6zVrzxZOqOz1DHq	My complaint regarding an autoloan with eastwest bank santiago blvd branch general santos city.They sent me a statement of account which concludes that I still have past due equivalent more than 2 months of amortization due to Bayanihan 1 & 2 impact.
case_39oslLQMvi1ScvZ	This is regarding my refund for my credit card transaction at Philippine National Bank.
case_uQOdtfYxy4NIgAu	Complaint against Chinatrust Bank for declined payment restructuring and check deferment.
case_YJkfMiB04Mv3sga	My BDO Online was hacked and reported to BDO but they insisted that it is an uthorized transaction
case_oDdavijHlZWf6rD	Pending certificate of full payment for loans. East West Bank
case_uTN1tVgLdx4G2SY	I am complaining about Unionbank Bank of the Phils. As i have an overdue balance in credit card but they have failed to provide me statements of accounts despite follow up. The credit collector - Admerex has been bugging me to pay but have failed also to provide me the SOA as requested.
case_4oQFUokHGKc8LxV	Refusal to let me withdraw my whole investment in one transaction. Coins.ph
case_JoUPPQKxD3luOeo	In continuation for BSPCMS-2021-WYVCTX8AV86 I called PAYMAYA earlier regarding the case however they informed me that UNIONBANK is the one who will provide me the information of the transactions done with my credit card such as the PAYMAYA account number and name where my credit card was used fraudulently. \nI should have the rights to know the full details of the transactions done to my own credit card. So that I could coordinate all the evidences to NBI/Police that would help expedite the investigation.
case_mWhazmX3gKTUFpZ	Nais ko sana bigyan ng linaw ang history of payment ng aking auto loan sa BDO na hanggang ngayon ay wala aksyon na ginagawa.
case_qrm3Sb3NvXaBb1T	Security Bank Auto Loan, outstanding balance but no explanation why
case_KbAs3eCON07MXGg	Metrobank: inconsistent information/misleading information
case_MjREPugBWPSAbMa	Online bank fraud on my security bank account
